2024-01-15,11:15:55,"""CNR9536571""",Completed,"""CID8394403""",Go Mini,Mundka,Sultanpur,12.2,33.9,null,null,null,null,null,null,688,15.3,5.0,4.5,Cash
2024-10-05,15:50:58,"""CNR9534013""",Cancelled by Driver,"""CID9780777""",Go Mini,Tughlakabad,Saket A Block,6.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-02-05,01:59:05,"""CNR7149749""",Completed,"""CID7641001""",Auto,Cyber Hub,Botanical Garden,13.4,33.1,null,null,null,null,null,null,330,33.01,3.3,4.8,UPI
2024-07-17,13:44:00,"""CNR1331539""",Cancelled by Driver,"""CID8513028""",Go Sedan,Khandsa,Golf Course Road,8.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-06-21,15:47:23,"""CNR6661910""",Completed,"""CID1652751""",Go Mini,Vishwavidyalaya,Mandi House,5.2,35.7,null,null,null,null,null,null,859,40.8,3.8,4.9,UPI
2024-01-31,18:53:40,"""CNR5081331""",Completed,"""CID8185989""",Auto,Shastri Park,Dilshad Garden,11.8,22.5,null,null,null,null,null,null,69,27.17,4.9,4.2,UPI
2024-02-27,09:14:18,"""CNR6291832""",Cancelled by Customer,"""CID4000538""",Bike,Noida Film City,Punjabi Bagh,12.4,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-01-15,07:39:54,"""CNR7750124""",Completed,"""CID7722334""",Go Mini,Gurgaon Sector 56,Mansarovar Park,3.8,15.5,null,null,null,null,null,null,94,16.9,4.7,4.6,Cash
2024-11-21,15:11:56,"""CNR5245858""",Cancelled by Driver,"""CID4070555""",Bike,Kherki Daula Toll,Narsinghpur,9.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-07-10,13:37:59,"""CNR2881280""",Completed,"""CID2880334""",Premier Sedan,Kashmere Gate,Subhash Nagar,9.8,19.5,null,null,null,null,null,null,442,32.95,3.9,4.3,UPI
2024-04-06,11:49:56,"""CNR1039168""",Cancelled by Driver,"""CID1168509""",Auto,ITO,New Colony,11.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-12-15,18:01:12,"""CNR5571130""",Completed,"""CID3967632""",eBike,Dwarka Sector 21,Rajouri Garden,10.5,19.8,null,null,null,null,null,null,456,48.15,3.5,4.2,Cash
2024-12-12,12:17:28,"""CNR3090174""",Cancelled by Driver,"""CID6920355""",Premier Sedan,Govindpuri,Noida Film City,9.0,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-02-21,07:41:50,"""CNR7192379""",Completed,"""CID5922627""",Premier Sedan,Tis Hazari,Cyber Hub,2.1,39.8,null,null,null,null,null,null,818,22.81,3.0,4.1,Cash
2024-01-19,19:05:43,"""CNR1474220""",Completed,"""CID9432828""",Premier Sedan,DLF Phase 3,Jor Bagh,14.3,31.5,null,null,null,null,null,null,382,8.97,3.9,4.1,UPI
2024-03-14,06:54:05,"""CNR4587468""",Completed,"""CID2972444""",Go Mini,Samaypur Badli,Kashmere Gate ISBT,15.0,20.6,null,null,null,null,null,null,315,12.31,3.2,3.3,UPI
2024-06-10,10:13:44,"""CNR8504563""",Cancelled by Driver,"""CID1071722""",Bike,Rohini West,Old Gurgaon,4.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-04-23,05:40:21,"""CNR1977809""",Completed,"""CID6485247""",eBike,Arjangarh,Dilshad Garden,10.7,36.2,null,null,null,null,null,null,276,21.04,5.0,3.2,Cash
2024-05-05,19:02:16,"""CNR1890228""",Completed,"""CID8187019""",Auto,Noida Sector 18,Meerut,3.5,22.1,null,null,null,null,null,null,630,5.89,4.7,3.5,Credit Card
2024-05-27,15:08:33,"""CNR7702048""",Completed,"""CID6964201""",Bike,Hauz Khas,Tis Hazari,8.5,19.7,null,null,null,null,null,null,354,25.64,5.0,4.6,Credit Card
2024-01-28,20:27:59,"""CNR2787509""",Completed,"""CID1120170""",Go Mini,Badarpur,Kashmere Gate,14.4,18.7,null,null,null,null,null,null,1360,22.04,3.9,4.7,Cash
2024-10-11,21:44:11,"""CNR8818259""",Completed,"""CID7453948""",Go Sedan,Ghitorni,Shastri Park,2.7,37.6,null,null,null,null,null,null,642,21.75,4.3,4.4,Debit Card
2024-08-02,15:19:59,"""CNR7821663""",Cancelled by Customer,"""CID3263970""",Bike,Vinobapuri,IFFCO Chowk,13.9,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-04-16,16:27:42,"""CNR9530518""",Completed,"""CID3952011""",Auto,Arjangarh,Mayur Vihar,6.4,37.7,null,null,null,null,null,null,430,6.92,4.7,3.9,Cash
2024-03-21,21:47:06,"""CNR9770326""",Incomplete,"""CID4617004""",Auto,Noida Sector 18,Basai Dhankot,7.2,25.4,null,null,null,null,1,Vehicle Breakdown,280,8.98,null,null,UPI
2024-06-24,21:21:18,"""CNR8154841""",Completed,"""CID1180235""",Auto,Janakpuri,Ashok Vihar,7.7,18.5,null,null,null,null,null,null,937,28.43,4.7,4.1,Uber Wallet
2024-05-13,16:10:08,"""CNR5898345""",No Driver Found,"""CID9380198""",Auto,Model Town,Nirman Vihar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-04-17,20:06:05,"""CNR5744514""",Completed,"""CID1841484""",Bike,Manesar,New Colony,12.3,33.5,null,null,null,null,null,null,361,32.44,4.2,4.2,Debit Card
2024-05-21,15:33:54,"""CNR2666946""",Cancelled by Customer,"""CID5461852""",Auto,Rajiv Chowk,Sultanpur,11.5,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-08-28,15:00:54,"""CNR4218924""",Cancelled by Driver,"""CID4844407""",Auto,Mundka,GTB Nagar,5.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-12-10,14:32:56,"""CNR3938488""",Completed,"""CID8025828""",Go Sedan,Shastri Park,IGNOU Road,6.3,15.3,null,null,null,null,null,null,742,11.04,4.5,4.3,Cash
2024-02-11,10:12:20,"""CNR1340771""",Completed,"""CID9541774""",Bike,Azadpur,Chhatarpur,5.1,40.1,null,null,null,null,null,null,196,8.89,4.4,4.6,UPI
2024-04-01,18:25:06,"""CNR4389127""",Cancelled by Customer,"""CID7511742""",Premier Sedan,INA Market,Kirti Nagar,10.6,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-07-08,01:16:44,"""CNR8739287""",Completed,"""CID9164806""",Go Mini,Pitampura,Tughlakabad,5.3,43.1,null,null,null,null,null,null,515,37.72,3.6,4.1,Credit Card
2024-02-08,18:00:10,"""CNR7710517""",Completed,"""CID1542041""",Bike,Hero Honda Chowk,Seelampur,12.5,36.9,null,null,null,null,null,null,275,41.57,4.3,4.9,Uber Wallet
2024-02-14,16:17:18,"""CNR6744453""",No Driver Found,"""CID2737017""",Auto,Sikanderpur,Rithala,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-16,22:54:31,"""CNR1943928""",Completed,"""CID9363374""",Auto,Janakpuri,Yamuna Bank,10.1,33.7,null,null,null,null,null,null,246,30.11,4.2,4.2,UPI
2024-02-22,10:13:47,"""CNR9445932""",Completed,"""CID7945937""",Go Mini,Udyog Vihar Phase 4,Subhash Nagar,8.0,24.0,null,null,null,null,null,null,389,39.29,4.3,4.1,UPI
2024-05-06,12:22:06,"""CNR7811046""",Completed,"""CID5040589""",Auto,Central Secretariat,Nirman Vihar,10.9,27.7,null,null,null,null,null,null,247,21.58,4.3,5.0,Uber Wallet
2024-02-16,17:37:58,"""CNR5621985""",Completed,"""CID5775195""",eBike,IGI Airport,Meerut,2.4,34.2,null,null,null,null,null,null,2413,14.61,4.8,4.0,UPI
2024-04-07,10:09:13,"""CNR4905577""",Cancelled by Driver,"""CID7477341""",Auto,Narsinghpur,Kherki Daula Toll,10.1,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-04-20,14:42:12,"""CNR3756820""",Incomplete,"""CID7240703""",Go Sedan,Vasant Kunj,New Colony,2.8,27.5,null,null,null,null,1,Vehicle Breakdown,756,2.62,null,null,Cash
2024-12-08,19:05:56,"""CNR8968768""",No Driver Found,"""CID4143588""",Bike,Anand Vihar ISBT,Old Gurgaon,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-06-10,16:26:29,"""CNR5048599""",No Driver Found,"""CID2237581""",eBike,Sikanderpur,Mundka,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-03,07:16:13,"""CNR8725519""",Cancelled by Driver,"""CID1133773""",Uber XL,Central Secretariat,New Colony,6.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-03-26,01:54:12,"""CNR8535574""",Cancelled by Driver,"""CID3396115""",Auto,Kanhaiya Nagar,Subhash Chowk,8.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-07-30,04:45:55,"""CNR3601911""",Completed,"""CID2477859""",Auto,Old Gurgaon,Rajiv Chowk,12.7,16.6,null,null,null,null,null,null,148,39.83,4.8,4.2,Cash
2024-02-01,10:45:40,"""CNR9261533""",Completed,"""CID9974117""",Go Mini,Gurgaon Sector 29,IMT Manesar,14.8,16.2,null,null,null,null,null,null,448,40.78,4.4,4.8,Credit Card
2024-09-24,05:05:57,"""CNR2402130""",Completed,"""CID5051215""",Premier Sedan,Central Secretariat,Panchsheel Park,2.3,21.5,null,null,null,null,null,null,684,31.83,4.9,4.6,UPI
2024-12-13,21:55:22,"""CNR5313535""",Completed,"""CID3670547""",Bike,Bhiwadi,MG Road,7.9,31.3,null,null,null,null,null,null,790,20.14,4.3,4.3,Cash
2024-05-30,14:20:12,"""CNR4744624""",Completed,"""CID4296160""",eBike,Karkarduma,IGNOU Road,9.5,22.7,null,null,null,null,null,null,845,9.3,3.3,4.3,Uber Wallet
2024-11-17,08:14:35,"""CNR1731090""",Cancelled by Customer,"""CID5465708""",Auto,Chanakyapuri,Kanhaiya Nagar,19.2,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-10-31,17:36:20,"""CNR7548818""",Cancelled by Driver,"""CID5100341""",Premier Sedan,Cyber Hub,Sikanderpur,10.6,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-02-14,07:12:31,"""CNR8164666""",Completed,"""CID4281215""",Auto,Kirti Nagar,Gwal Pahari,4.6,26.0,null,null,null,null,null,null,1557,42.08,4.9,4.1,UPI
2024-06-01,20:54:06,"""CNR2810590""",Completed,"""CID4788373""",Premier Sedan,Golf Course Road,Sarai Kale Khan,7.1,37.9,null,null,null,null,null,null,636,39.8,4.4,3.2,Cash
2024-05-16,16:42:03,"""CNR4025935""",Completed,"""CID5850482""",Go Mini,Panipat,Noida Sector 18,14.1,39.7,null,null,null,null,null,null,531,26.92,3.2,4.5,Cash
2024-05-24,19:23:36,"""CNR4850047""",Completed,"""CID1645301""",Bike,Chhatarpur,Shastri Park,10.0,28.7,null,null,null,null,null,null,586,2.22,4.4,4.4,Credit Card
2024-07-06,17:13:42,"""CNR3078918""",Cancelled by Customer,"""CID3508824""",Go Mini,Udyog Bhawan,Kaushambi,17.0,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-05-27,12:50:42,"""CNR4651912""",Completed,"""CID8858816""",Auto,GTB Nagar,Shivaji Park,3.8,17.2,null,null,null,null,null,null,277,32.78,5.0,4.3,UPI
2024-09-14,09:28:43,"""CNR2146527""",Cancelled by Customer,"""CID1919748""",Go Sedan,Noida Film City,Rajiv Chowk,17.0,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-09-05,10:19:46,"""CNR4930600""",Completed,"""CID3256929""",Auto,Ashram,Karkarduma,3.2,28.3,null,null,null,null,null,null,268,37.83,3.8,4.7,UPI
2024-01-21,09:49:57,"""CNR2829875""",Cancelled by Customer,"""CID8412448""",Auto,Narsinghpur,Connaught Place,14.9,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
